[13:43:02]  [System] A corrupted file has been entered. Requesting new one... 
[18:13:30]  [TCP] File data received: 2328576
[18:13:30]  [TCP] File data received: 2330624
[18:13:30]  [TCP] File data received: 2332672
[18:13:30]  [TCP] File data received: 2334720
[18:13:30]  [TCP] File data received: 2336768
[18:13:30]  [TCP] File data received: 2338816
[18:13:30]  [TCP] File data received: 2340864
[18:13:30]  [TCP] File data received: 2342912
[18:13:30]  [TCP] File data received: 2344960
[18:13:30]  [TCP] File data received: 2347008
[18:13:30]  [TCP] File data received: 2349056
[18:13:30]  [TCP] File data received: 2351104
[18:13:30]  [TCP] File data received: 2353152
[18:13:30]  [TCP] File data received: 2355200
[18:13:30]  [TCP] File data received: 2357248
[18:13:30]  [TCP] File data received: 2359296
[18:13:30]  [TCP] File data received: 2361344
[18:13:30]  [TCP] File data received: 2363392
[18:13:30]  [TCP] File data received: 2365440
[18:13:30]  [TCP] File data received: 2367488
[18:13:30]  [TCP] File data received: 2369536
[18:13:30]  [TCP] File data received: 2371584
[18:13:31]  [TCP] File data received: 2373632
[18:13:31]  [TCP] File data received: 2375680
[18:13:31]  [TCP] File data received: 2377728
[18:13:31]  [TCP] File data received: 2379776
[18:13:31]  [TCP] File data received: 2381824
[18:13:31]  [TCP] File data received: 2383872
[18:13:31]  [TCP] File data received: 2385920
[18:13:31]  [TCP] File data received: 2387968
[18:13:31]  [TCP] File data received: 2390016
[18:13:31]  [TCP] File data received: 2392064
[18:13:31]  [TCP] File data received: 2394112
[18:13:31]  [TCP] File data received: 2396160
[18:13:31]  [TCP] File data received: 2398208
[18:13:31]  [TCP] File data received: 2400256
[18:13:31]  [TCP] File data received: 2402304
[18:13:31]  [TCP] File data received: 2404352
[18:13:31]  [TCP] File data received: 2406400
[18:13:31]  [TCP] File data received: 2408448
[18:13:31]  [TCP] File data received: 2410496
[18:13:31]  [TCP] File data received: 2412544
[18:13:31]  [TCP] File data received: 2414592
[18:13:31]  [TCP] File data received: 2416640
[18:13:31]  [TCP] File data received: 2418688
[18:13:31]  [TCP] File data received: 2420736
[18:13:31]  [TCP] File data received: 2422784
[18:13:31]  [TCP] File data received: 2424832
[18:13:31]  [TCP] File data received: 2426880
[18:13:31]  [TCP] File data received: 2428928
[18:13:31]  [TCP] File data received: 2430976
[18:13:31]  [TCP] File data received: 2433024
[18:13:31]  [TCP] File data received: 2435072
[18:13:31]  [TCP] File data received: 2437120
[18:13:31]  [TCP] File data received: 2439168
[18:13:31]  [TCP] File data received: 2441216
[18:13:31]  [TCP] File data received: 2443264
[18:13:31]  [TCP] File data received: 2445312
[18:13:31]  [TCP] File data received: 2447360
[18:13:31]  [TCP] File data received: 2449408
[18:13:31]  [TCP] File data received: 2451456
[18:13:31]  [TCP] File data received: 2453504
[18:13:31]  [TCP] File data received: 2455552
[18:13:31]  [TCP] File data received: 2457600
[18:13:31]  [TCP] File data received: 2459648
[18:13:31]  [TCP] File data received: 2461696
[18:13:31]  [TCP] File data received: 2463744
[18:13:31]  [TCP] File data received: 2465792
[18:13:31]  [TCP] File data received: 2467840
[18:13:31]  [TCP] File data received: 2469888
[18:13:31]  [TCP] File data received: 2471936
[18:13:31]  [TCP] File data received: 2473984
[18:13:31]  [TCP] File data received: 2476032
[18:13:31]  [TCP] File data received: 2478080
[18:13:31]  [TCP] File data received: 2480128
[18:13:31]  [TCP] File data received: 2482176
[18:13:31]  [TCP] File data received: 2484224
[18:13:31]  [TCP] File data received: 2486272
[18:13:31]  [TCP] File data received: 2488320
[18:13:31]  [TCP] File data received: 2490368
[18:13:31]  [TCP] File data received: 2492416
[18:13:31]  [TCP] File data received: 2494464
[18:13:31]  [TCP] File data received: 2496512
[18:13:31]  [TCP] File data received: 2498560
[18:13:31]  [TCP] File data received: 2500608
[18:13:31]  [TCP] File data received: 2502656
[18:13:31]  [TCP] File data received: 2504704
[18:13:31]  [TCP] File data received: 2506752
[18:13:31]  [TCP] File data received: 2508800
[18:13:31]  [TCP] File data received: 2510848
[18:13:31]  [TCP] File data received: 2512896
[18:13:31]  [TCP] File data received: 2514944
[18:13:31]  [TCP] File data received: 2516992
[18:13:31]  [TCP] File data received: 2519040
[18:13:31]  [TCP] File data received: 2521088
[18:13:31]  [TCP] File data received: 2523136
[18:13:31]  [TCP] File data received: 2525184
[18:13:31]  [TCP] File data received: 2527232
[18:13:31]  [TCP] File data received: 2529280
[18:13:31]  [TCP] File data received: 2531328
[18:13:31]  [TCP] File data received: 2533376
[18:13:31]  [TCP] File data received: 2535424
[18:13:31]  [TCP] File data received: 2537472
[18:13:31]  [TCP] File data received: 2539520
[18:13:31]  [TCP] File data received: 2541568
[18:13:31]  [TCP] File data received: 2543616
[18:13:31]  [TCP] File data received: 2545664
[18:13:31]  [TCP] File data received: 2547712
[18:13:31]  [TCP] File data received: 2549760
[18:13:31]  [TCP] File data received: 2551808
[18:13:31]  [TCP] File data received: 2553856
[18:13:31]  [TCP] File data received: 2555904
[18:13:31]  [TCP] File data received: 2557952
[18:13:31]  [TCP] File data received: 2560000
[18:13:31]  [TCP] File data received: 2562048
[18:13:31]  [TCP] File data received: 2564096
[18:13:31]  [TCP] File data received: 2566144
[18:13:31]  [TCP] File data received: 2568192
[18:13:31]  [TCP] File data received: 2570240
[18:13:31]  [TCP] File data received: 2572288
[18:13:31]  [TCP] File data received: 2574336
[18:13:31]  [TCP] File data received: 2576384
[18:13:31]  [TCP] File data received: 2578432
[18:13:31]  [TCP] File data received: 2580480
[18:13:31]  [TCP] File data received: 2582528
[18:13:31]  [TCP] File data received: 2584576
[18:13:31]  [TCP] File data received: 2586624
[18:13:31]  [TCP] File data received: 2588672
[18:13:31]  [TCP] File data received: 2590720
[18:13:31]  [TCP] File data received: 2592768
[18:13:31]  [TCP] File data received: 2594816
[18:13:31]  [TCP] File data received: 2596864
[18:13:31]  [TCP] File data received: 2598912
[18:13:31]  [TCP] File data received: 2600960
[18:13:31]  [TCP] File data received: 2603008
[18:13:31]  [TCP] File data received: 2605056
[18:13:31]  [TCP] File data received: 2607104
[18:13:31]  [TCP] File data received: 2609152
[18:13:31]  [TCP] File data received: 2611200
[18:13:31]  [TCP] File data received: 2613248
[18:13:31]  [TCP] File data received: 2615296
[18:13:31]  [TCP] File data received: 2617344
[18:13:31]  [TCP] File data received: 2619392
[18:13:31]  [TCP] File data received: 2621440
[18:13:31]  [TCP] File data received: 2623488
[18:13:31]  [TCP] File data received: 2625536
[18:13:31]  [TCP] File data received: 2627584
[18:13:31]  [TCP] File data received: 2629632
[18:13:31]  [TCP] File data received: 2631680
[18:13:31]  [TCP] File data received: 2633728
[18:13:31]  [TCP] File data received: 2635776
[18:13:31]  [TCP] File data received: 2637824
[18:13:31]  [TCP] File data received: 2639872
[18:13:31]  [TCP] File data received: 2641920
[18:13:31]  [TCP] File data received: 2643968
[18:13:31]  [TCP] File data received: 2646016
[18:13:31]  [TCP] File data received: 2648064
[18:13:31]  [TCP] File data received: 2650112
[18:13:31]  [TCP] File data received: 2652160
[18:13:31]  [TCP] File data received: 2654208
[18:13:31]  [TCP] File data received: 2656256
[18:13:31]  [TCP] File data received: 2658304
[18:13:31]  [TCP] File data received: 2660352
[18:13:31]  [TCP] File data received: 2662400
[18:13:31]  [TCP] File data received: 2664448
[18:13:31]  [TCP] File data received: 2666496
[18:13:31]  [TCP] File data received: 2668544
[18:13:31]  [TCP] File data received: 2670592
[18:13:31]  [TCP] File data received: 2672640
[18:13:31]  [TCP] File data received: 2674688
[18:13:31]  [TCP] File data received: 2676736
[18:13:31]  [TCP] File data received: 2678784
[18:13:31]  [TCP] File data received: 2680832
[18:13:31]  [TCP] File data received: 2682880
[18:13:31]  [TCP] File data received: 2684928
[18:13:31]  [TCP] File data received: 2686976
[18:13:31]  [TCP] File data received: 2689024
[18:13:31]  [TCP] File data received: 2691072
[18:13:31]  [TCP] File data received: 2693120
[18:13:31]  [TCP] File data received: 2695168
[18:13:31]  [TCP] File data received: 2697216
[18:13:31]  [TCP] File data received: 2699264
[18:13:31]  [TCP] File data received: 2701312
[18:13:31]  [TCP] File data received: 2703360
[18:13:31]  [TCP] File data received: 2705408
[18:13:31]  [TCP] File data received: 2707456
[18:13:31]  [TCP] File data received: 2709504
[18:13:31]  [TCP] File data received: 2711552
[18:13:31]  [TCP] File data received: 2713600
[18:13:31]  [TCP] File data received: 2715648
[18:13:31]  [TCP] File data received: 2717696
[18:13:31]  [TCP] File data received: 2719744
[18:13:31]  [TCP] File data received: 2721792
[18:13:31]  [TCP] File data received: 2723840
[18:13:31]  [TCP] File data received: 2725888
[18:13:31]  [TCP] File data received: 2727936
[18:13:31]  [TCP] File data received: 2729984
[18:13:31]  [TCP] File data received: 2732032
[18:13:31]  [TCP] File data received: 2734080
[18:13:31]  [TCP] File data received: 2736128
[18:13:31]  [TCP] File data received: 2738176
[18:13:31]  [TCP] File data received: 2740224
[18:13:31]  [TCP] File data received: 2742272
[18:13:31]  [TCP] File data received: 2744320
[18:13:31]  [TCP] File data received: 2746368
[18:13:31]  [TCP] File data received: 2748416
[18:13:31]  [TCP] File data received: 2750464
[18:13:31]  [TCP] File data received: 2752512
[18:13:31]  [TCP] File data received: 2754560
[18:13:31]  [TCP] File data received: 2756608
[18:13:31]  [TCP] File data received: 2758656
[18:13:31]  [TCP] File data received: 2760704
[18:13:31]  [TCP] File data received: 2762752
[18:13:31]  [TCP] File data received: 2764800
[18:13:31]  [TCP] File data received: 2766848
[18:13:31]  [TCP] File data received: 2768896
[18:13:31]  [TCP] File data received: 2770944
[18:13:31]  [TCP] File data received: 2772992
[18:13:31]  [TCP] File data received: 2775040
[18:13:31]  [TCP] File data received: 2777088
[18:13:31]  [TCP] File data received: 2779136
[18:13:31]  [TCP] File data received: 2781184
[18:13:31]  [TCP] File data received: 2783232
[18:13:31]  [TCP] File data received: 2785280
[18:13:31]  [TCP] File data received: 2787328
[18:13:31]  [TCP] File data received: 2789376
[18:13:31]  [TCP] File data received: 2791424
[18:13:31]  [TCP] File data received: 2793472
[18:13:31]  [TCP] File data received: 2795520
[18:13:31]  [TCP] File data received: 2797568
[18:13:31]  [TCP] File data received: 2799616
[18:13:31]  [TCP] File data received: 2801664
[18:13:31]  [TCP] File data received: 2803712
[18:13:31]  [TCP] File data received: 2805760
[18:13:31]  [TCP] File data received: 2807808
[18:13:31]  [TCP] File data received: 2809856
[18:13:31]  [TCP] File data received: 2811904
[18:13:31]  [TCP] File data received: 2813952
[18:13:31]  [TCP] File data received: 2816000
[18:13:31]  [TCP] File data received: 2818048
[18:13:31]  [TCP] File data received: 2820096
[18:13:31]  [TCP] File data received: 2822144
[18:13:31]  [TCP] File data received: 2824192
[18:13:31]  [TCP] File data received: 2826240
[18:13:31]  [TCP] File data received: 2828288
[18:13:31]  [TCP] File data received: 2830336
[18:13:31]  [TCP] File data received: 2832384
[18:13:31]  [TCP] File data received: 2834432
[18:13:31]  [TCP] File data received: 2836480
[18:13:31]  [TCP] File data received: 2838528
[18:13:31]  [TCP] File data received: 2840576
[18:13:31]  [TCP] File data received: 2842624
[18:13:31]  [TCP] File data received: 2844672
[18:13:31]  [TCP] File data received: 2846720
[18:13:31]  [TCP] File data received: 2848768
[18:13:31]  [TCP] File data received: 2850816
[18:13:31]  [TCP] File data received: 2852864
[18:13:31]  [TCP] File data received: 2854912
[18:13:31]  [TCP] File data received: 2856960
[18:13:31]  [TCP] File data received: 2859008
[18:13:31]  [TCP] File data received: 2861056
[18:13:31]  [TCP] File data received: 2863104
[18:13:31]  [TCP] File data received: 2865152
[18:13:31]  [TCP] File data received: 2867200
[18:13:31]  [TCP] File data received: 2869248
[18:13:31]  [TCP] File data received: 2871296
[18:13:31]  [TCP] File data received: 2873344
[18:13:31]  [TCP] File data received: 2875392
[18:13:31]  [TCP] File data received: 2877440
[18:13:31]  [TCP] File data received: 2879488
[18:13:31]  [TCP] File data received: 2881536
[18:13:31]  [TCP] File data received: 2883584
[18:13:31]  [TCP] File data received: 2885632
[18:13:31]  [TCP] File data received: 2887680
[18:13:31]  [TCP] File data received: 2889728
[18:13:31]  [TCP] File data received: 2891776
[18:13:31]  [TCP] File data received: 2893824
[18:13:31]  [TCP] File data received: 2895872
[18:13:31]  [TCP] File data received: 2897920
[18:13:31]  [TCP] File data received: 2899968
[18:13:31]  [TCP] File data received: 2902016
[18:13:31]  [TCP] File data received: 2904064
[18:13:31]  [TCP] File data received: 2906112
[18:13:31]  [TCP] File data received: 2908160
[18:13:31]  [TCP] File data received: 2910208
[18:13:31]  [TCP] File data received: 2912256
[18:13:31]  [TCP] File data received: 2914304
[18:13:31]  [TCP] File data received: 2916352
[18:13:31]  [TCP] File data received: 2918400
[18:13:31]  [TCP] File data received: 2920448
[18:13:31]  [TCP] File data received: 2922496
[18:13:31]  [TCP] File data received: 2924544
[18:13:31]  [TCP] File data received: 2926592
[18:13:31]  [TCP] File data received: 2928640
[18:13:31]  [TCP] File data received: 2930688
[18:13:31]  [TCP] File data received: 2932736
[18:13:31]  [TCP] File data received: 2934784
[18:13:31]  [TCP] File data received: 2936832
[18:13:31]  [TCP] File data received: 2938880
[18:13:31]  [TCP] File data received: 2940928
[18:13:31]  [TCP] File data received: 2942976
[18:13:31]  [TCP] File data received: 2945024
[18:13:31]  [TCP] File data received: 2947072
[18:13:31]  [TCP] File data received: 2949120
[18:13:31]  [TCP] File data received: 2951168
[18:13:31]  [TCP] File data received: 2953216
[18:13:31]  [TCP] File data received: 2955264
[18:13:31]  [TCP] File data received: 2957312
[18:13:31]  [TCP] File data received: 2959360
[18:13:31]  [TCP] File data received: 2961408
[18:13:31]  [TCP] File data received: 2963456
[18:13:31]  [TCP] File data received: 2965504
[18:13:31]  [TCP] File data received: 2967552
[18:13:31]  [TCP] File data received: 2969600
[18:13:31]  [TCP] File data received: 2971648
[18:13:31]  [TCP] File data received: 2973696
[18:13:31]  [TCP] File data received: 2975744
[18:13:31]  [TCP] File data received: 2977792
[18:13:31]  [TCP] File data received: 2979840
[18:13:31]  [TCP] File data received: 2981888
[18:13:31]  [TCP] File data received: 2983936
[18:13:31]  [TCP] File data received: 2985984
[18:13:31]  [TCP] File data received: 2988032
[18:13:31]  [TCP] File data received: 2990080
